,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT1G01260,444.8832087,3.912329314,0.332032248,11.78297993,4.78E-32,4.30E-30
AT1G01340,108.899303,4.195327352,0.696458882,6.023797613,1.70E-09,3.20E-08
AT1G01480,1401.688878,8.442929958,0.410149527,20.58500473,3.74E-94,2.57E-91
AT1G01550,1283.172945,2.301586528,0.30733543,7.488842177,6.95E-14,1.98E-12
AT1G01560,408.9522254,7.791950295,0.646265813,12.05688145,1.78E-33,1.72E-31
AT1G01680,34.53373773,7.701446427,1.606160203,4.794942877,1.63E-06,2.02E-05
AT1G01740,72.7402389,2.257802238,0.754192106,2.993669941,0.00275644,0.015034273
AT1G02170,349.3273664,2.07814227,0.417477608,4.977853254,6.43E-07,8.50E-06
AT1G02220,59.91070741,5.145376859,0.930236872,5.531254472,3.18E-08,5.05E-07
AT1G02360,26.33477564,4.869658866,1.529336483,3.184164454,0.001451725,0.008764995
AT1G02400,271.7535909,6.102868531,1.622479937,3.761444681,0.000168935,0.001359388
AT1G02405,20.43681015,7.896064939,2.047446733,3.856542303,0.000115002,0.000964936
AT1G02450,35.92249547,5.555823846,1.290747305,4.304346657,1.67E-05,0.000172019
AT1G02460,135.003985,4.599521508,0.806733939,5.701410692,1.19E-08,2.02E-07
AT1G02520,94.37654666,4.580819366,1.004614648,4.559777599,5.12E-06,5.86E-05
AT1G02750,158.1914631,2.136090147,0.587932579,3.633222967,0.000279903,0.002110291
AT1G02920,788.9405921,7.828687311,0.451012938,17.35801051,1.72E-67,5.69E-65
AT1G02930,2230.099432,7.177198665,0.298925286,24.01000852,2.19E-127,3.24E-124
AT1G03220,573.9849083,3.828004678,0.421026698,9.092071118,9.72E-20,4.32E-18
AT1G03230,148.5916516,2.723051933,0.819277031,3.323725469,0.000888236,0.005748744
AT1G03370,501.4655319,2.09361256,0.383508151,5.459108383,4.79E-08,7.39E-07
AT1G03495,72.01385933,2.747747484,0.683144764,4.022203825,5.77E-05,0.00052004
AT1G03660,62.11274844,3.360826929,1.141935426,2.943097178,0.003249464,0.017316081
AT1G03730,504.0077446,3.743131472,0.317556888,11.78727848,4.54E-32,4.12E-30
AT1G03740,1587.947601,3.885132982,0.273176963,14.2220374,6.69E-46,1.12E-43
AT1G03770,96.78634582,2.572212659,0.621606118,4.138010524,3.50E-05,0.00033349
AT1G03850,117.3582596,3.501817277,0.798552962,4.385203542,1.16E-05,0.000123155
AT1G03905,61.04562559,3.082966284,0.891967769,3.456365119,0.000547513,0.003770495
AT1G04070,104.2940185,2.507191772,0.709597915,3.533256959,0.000410473,0.002952463
AT1G04090,42.54242039,6.885268665,1.433368207,4.803558942,1.56E-06,1.94E-05
AT1G04100,129.6475923,2.488387355,0.707315176,3.518074317,0.000434691,0.003097714
AT1G04370,43.89279397,9.006835628,1.531172921,5.882311206,4.05E-09,7.33E-08
AT1G04960,242.6293321,2.578628105,0.572983248,4.500355139,6.78E-06,7.56E-05
AT1G05010,1319.443321,2.384566755,0.282365916,8.444952512,3.04E-17,1.14E-15
AT1G05060,195.1958228,2.371077595,0.418629734,5.66390154,1.48E-08,2.47E-07
AT1G05340,69.0422575,4.510485797,0.94848643,4.755456331,1.98E-06,2.44E-05
AT1G05575,125.6488208,10.52389667,1.328551114,7.921333671,2.35E-15,7.60E-14
AT1G05670,274.4043524,3.70311673,0.447061925,8.283229957,1.20E-16,4.30E-15
AT1G05675,2143.669261,10.52297139,0.514157604,20.46643152,4.29E-93,2.75E-90
AT1G05680,2889.956044,7.076995727,0.257036825,27.53300319,7.07E-167,2.72E-163
AT1G05783,18.92292953,6.831629838,1.869290281,3.65466504,0.000257518,0.001966167
AT1G05800,97.9443415,10.16173692,1.352803282,7.511614627,5.84E-14,1.68E-12
AT1G05880,93.79411914,9.140626633,1.364022167,6.701230266,2.07E-11,4.74E-10
AT1G05990,151.9613535,10.79881161,1.331391451,8.110921552,5.02E-16,1.70E-14
AT1G06135,13.61756955,7.322604069,2.647528182,2.765826675,0.00567787,0.027493748
AT1G06620,345.43707,6.989923915,0.687745974,10.16352575,2.88E-24,1.66E-22
AT1G06800,88.15480805,2.034029039,0.755032674,2.693961612,0.00706083,0.032971094
AT1G07000,310.31996,3.181417781,0.506634653,6.279510815,3.40E-10,6.86E-09
AT1G07120,137.4669965,4.130451789,0.935415557,4.415632988,1.01E-05,0.000108542
AT1G07130,229.9550918,3.446639681,0.610723758,5.643533,1.67E-08,2.75E-07
AT1G07135,1392.950584,4.002030865,0.293456568,13.63755765,2.39E-42,3.41E-40
AT1G07160,20.817545,6.968632712,1.749184014,3.983933455,6.78E-05,0.000598488
AT1G07180,12.48594332,6.235844753,2.045224727,3.048977783,0.002296215,0.012896388
AT1G07240,459.324674,3.579706435,0.414764972,8.630686479,6.10E-18,2.45E-16
AT1G07430,82.59796447,5.505121595,1.164777716,4.726328051,2.29E-06,2.77E-05
AT1G07510,1063.195518,2.277030876,0.2643257,8.61448915,7.03E-18,2.79E-16
AT1G07500,30.67016599,5.570429359,1.701955969,3.272957387,0.001064285,0.006712111
AT1G07520,659.8541289,4.400415966,0.587557847,7.489332308,6.92E-14,1.98E-12
AT1G07620,9.695166457,6.825099494,2.401598389,2.841898765,0.004484573,0.022673775
AT1G07630,289.7727255,2.412323985,0.504978413,4.777083386,1.78E-06,2.21E-05
AT1G08050,497.3570674,4.239453781,0.387660756,10.93598904,7.76E-28,5.63E-26
AT1G08290,61.90472617,3.120730253,1.130175323,2.761279767,0.005757533,0.027842957
AT1G08630,92.87303742,3.152832589,0.992584369,3.176387508,0.001491216,0.008961264
AT1G08800,190.0785192,2.221643088,0.513532127,4.326200783,1.52E-05,0.000156988
AT1G08860,26.72770979,4.652184263,1.497828187,3.105953208,0.001896667,0.010966419
AT1G08930,1360.413761,2.727005705,0.313217369,8.706431939,3.14E-18,1.30E-16
AT1G08940,333.8073654,3.77528011,0.498447805,7.574073096,3.62E-14,1.05E-12
AT1G09560,368.4851145,2.260179028,0.413545775,5.465366022,4.62E-08,7.15E-07
AT1G09932,740.389251,8.34986222,0.57314326,14.56854298,4.45E-48,8.09E-46
AT1G09940,649.4346349,2.747404703,0.514230826,5.342746031,9.15E-08,1.37E-06
AT1G09970,6030.473269,3.312563579,0.201258937,16.45921235,7.20E-61,1.98E-58
AT1G10040,130.6321428,3.873924925,0.699688577,5.536641658,3.08E-08,4.90E-07
AT1G10050,137.1874399,3.003573569,0.734394157,4.089865832,4.32E-05,0.000400187
AT1G10140,263.7862515,4.556066714,0.53045138,8.589037349,8.77E-18,3.45E-16
AT1G10170,2407.892953,3.775230716,0.207818856,18.16596814,9.60E-74,3.93E-71
AT1G10340,85.10473077,4.482578184,1.034058275,4.334937685,1.46E-05,0.000151533
AT1G10580,548.4599779,2.361807641,0.356529642,6.624435562,3.49E-11,7.87E-10
AT1G10585,91.27465454,8.291544911,1.253198216,6.616307623,3.68E-11,8.30E-10
